ID,Odds,Bet,Result,Profit 
161,9,$20.00 ,Lose,-20.00
162,3.75,$40.00 ,Lose,-40.00
163,13,$80.00 ,Lose,-80.00
164,15,$160.00 ,Lose,-160.00
165,12,$320.00 ,Lose,-320.00
166,4.5,$640.00 ,Lose,-640.00
167,3.75,"$1,280.00 ",Lose,"-1,280.00"
168,9,"$2,560.00 ",Win,"20,480.00"
169,7.5,$10.00 ,Lose,-10.00
170,12,$20.00 ,Lose,-20.00
171,17,$40.00 ,Lose,-40.00
172,5.2,$80.00 ,Lose,-80.00
173,15,$160.00 ,Lose,-160.00
174,13,$320.00 ,Lose,-320.00
175,7.5,$640.00 ,Lose,-640.00
176,4.5,"$1,280.00 ",Lose,"-1,280.00"
177,29,"$2,560.00 ",Lose,"-2,560.00"
178,3.5,"$5,120.00 ",Lose,"-5,120.00"
179,7.5,"$10,240.00 ",Lose,"-10,240.00"
180,13,"$20,480.00 ",Lose,"-20,480.00"
181,5,"$40,960.00 ",Lose,"-40,960.00"
182,5.5,"$81,920.00 ",Win,"368,640.00"
183,7,$10.00 ,Lose,-10.00
184,13,$20.00 ,Lose,-20.00
185,26,$40.00 ,Win,"1,000.00"
186,6,$10.00 ,Win,50.00
187,5,$10.00 ,Win,40.00
188,11,$10.00 ,Lose,-10.00
189,10,$20.00 ,Lose,-20.00
190,11,$40.00 ,Win,400.00
191,2.38,$10.00 ,Lose,-10.00
192,26,$20.00 ,Lose,-20.00
193,4.5,$40.00 ,Lose,-40.00
194,13,$80.00 ,Lose,-80.00
195,12,$160.00 ,Win,"1,760.00"
196,6.5,$10.00 ,Lose,-10.00
197,2.75,$20.00 ,Lose,-20.00
198,41,$40.00 ,Lose,-40.00
199,11,$80.00 ,Lose,-80.00
200,19,$160.00 ,Lose,-160.00
201,7.5,$320.00 ,Lose,-320.00
202,14,$640.00 ,Lose,-640.00
203,22,"$1,280.00 ",Lose,"-1,280.00"
204,15,"$2,560.00 ",Lose,"-2,560.00"
205,12,"$5,120.00 ",Lose,"-5,120.00"
206,9,"$10,240.00 ",Win,"81,920.00"
207,6.5,$10.00 ,Lose,-10.00
208,4.5,$20.00 ,Lose,-20.00
209,2.88,$40.00 ,Lose,-40.00
210,34,$80.00 ,Lose,-80.00
211,6.5,$160.00 ,Lose,-160.00
212,15,$320.00 ,Lose,-320.00
213,26,$640.00 ,Lose,-640.00
214,5.2,"$1,280.00 ",Win,"5,376.00"
215,14.8,$10.00 ,Lose,-10.00
216,12.4,$20.00 ,Lose,-20.00
217,15,$40.00 ,Lose,-40.00
218,8.5,$80.00 ,Lose,-80.00
219,13,$160.00 ,Lose,-160.00
220,8.6,$320.00 ,Lose,-320.00
221,11,$640.00 ,Lose,-640.00
222,2.2,"$1,280.00 ",Win,"1,536.00"
223,7,$10.00 ,Lose,-10.00
224,5,$20.00 ,Lose,-20.00
225,15,$40.00 ,Lose,-40.00
226,4.33,$80.00 ,Lose,-80.00
227,5.5,$160.00 ,Lose,-160.00
228,12,$320.00 ,Lose,-320.00
229,15,$640.00 ,Lose,-640.00
230,17,"$1,280.00 ",Lose,"-1,280.00"
231,10,"$2,560.00 ",Lose,"-2,560.00"
232,2.75,"$5,120.00 ",Lose,"-5,120.00"
233,34,"$10,240.00 ",Lose,"-10,240.00"
234,6.5,"$20,480.00 ",Lose,"-20,480.00"
235,13,"$40,960.00 ",Win,"491,520.00"
236,23,$10.00 ,Lose,-10.00
237,6,$20.00 ,Lose,-20.00
238,7.5,$40.00 ,Win,260.00
239,5.5,$10.00 ,Lose,-10.00
240,8,$20.00 ,Lose,-20.00
241,10,$40.00 ,Win,360.00
242,15,$10.00 ,Lose,-10.00
243,10,$20.00 ,Lose,-20.00
244,5.5,$40.00 ,Lose,-40.00
245,2.75,$80.00 ,Lose,-80.00
246,8,$160.00 ,Lose,-160.00
247,10,$320.00 ,Lose,-320.00
248,5.5,$640.00 ,Win,"2,880.00"
249,9,$10.00 ,Lose,-10.00
250,4.33,$20.00 ,Lose,-20.00
251,6.5,$40.00 ,Win,220.00
252,5,$10.00 ,Lose,-10.00
253,3,$20.00 ,Lose,-20.00
254,6,$40.00 ,Lose,-40.00
255,5,$80.00 ,Lose,-80.00
256,15,$160.00 ,Lose,-160.00
257,9,$320.00 ,Lose,-320.00
258,4,$640.00 ,Lose,-640.00
259,12,"$1,280.00 ",Lose,"-1,280.00"
260,42,"$2,560.00 ",Lose,"-2,560.00"
261,5.5,"$5,120.00 ",Win,"23,040.00"
262,11,$10.00 ,Lose,-10.00
263,21,$20.00 ,Lose,-20.00
264,6,$40.00 ,Lose,-40.00
265,17,$80.00 ,Win,"1,280.00"
266,17,$10.00 ,Win,160.00
267,4.33,$10.00 ,Lose,-10.00
268,10,$20.00 ,Lose,-20.00
269,9,$40.00 ,Lose,-40.00
270,1.8,$80.00 ,Lose,-80.00
271,15,$160.00 ,Lose,-160.00
272,15,$320.00 ,Lose,-320.00
273,34,$640.00 ,Lose,-640.00
274,6.5,"$1,280.00 ",Lose,"-1,280.00"
275,3,"$2,560.00 ",Lose,"-2,560.00"
276,11,"$5,120.00 ",Lose,"-5,120.00"
277,7.5,"$10,240.00 ",Lose,"-10,240.00"
278,17,"$20,480.00 ",Lose,"-20,480.00"
279,2,"$40,960.00 ",Lose,"-40,960.00"
280,13,"$81,920.00 ",Lose,"-81,920.00"
281,5.5,"$163,840.00 ",Lose,"-163,840.00"
282,7,"$327,680.00 ",Win,"1,966,080.00"
283,15,$10.00 ,Lose,-10.00
284,5.5,$20.00 ,Win,90.00
285,2.62,$10.00 ,Win,16.20
286,4.5,$10.00 ,Lose,-10.00
287,15,$20.00 ,Win,280.00
288,5,$10.00 ,Win,40.00
289,5.5,$10.00 ,Lose,-10.00
290,21,$20.00 ,Lose,-20.00
291,2,$40.00 ,Win,40.00
292,8,$10.00 ,Lose,-10.00
293,5.5,$20.00 ,Lose,-20.00
294,9,$40.00 ,Lose,-40.00
295,4.5,$80.00 ,Lose,-80.00
296,7,$160.00 ,Lose,-160.00
297,13,$320.00 ,Lose,-320.00
298,3,$640.00 ,Lose,-640.00
299,1.91,"$1,280.00 ",Lose,"-1,280.00"
300,8,"$2,560.00 ",Lose,"-2,560.00"
301,3.25,"$5,120.00 ",Lose,"-5,120.00"
302,15,"$10,240.00 ",Lose,"-10,240.00"
303,4.5,"$20,480.00 ",Lose,"-20,480.00"
304,3.25,"$40,960.00 ",Win,"92,160.00"
305,9,$10.00 ,Lose,-10.00
306,13,$20.00 ,Win,240.00
307,7,$10.00 ,Lose,-10.00
308,6,$20.00 ,Lose,-20.00
309,11,$40.00 ,Lose,-40.00
310,9,$80.00 ,Lose,-80.00
311,11,$160.00 ,Lose,-160.00
312,12,$320.00 ,Lose,-320.00
313,5.5,$640.00 ,Win,"2,880.00"
314,4.5,$10.00 ,Win,35.00
315,2.38,$10.00 ,Win,13.80
316,13,$10.00 ,Win,120.00
317,21,$10.00 ,Lose,-10.00
318,9,$20.00 ,Win,160.00
319,3.75,$10.00 ,Win,27.50
320,3,$10.00 ,Lose,-10.00
321,7.5,$20.00 ,Lose,-20.00
322,26,$40.00 ,Lose,-40.00
323,67,$80.00 ,Win,"5,280.00"
324,2.1,$10.00 ,Lose,-10.00
325,21,$20.00 ,Lose,-20.00
326,41,$40.00 ,Lose,-40.00
327,3.75,$80.00 ,Lose,-80.00
328,1.91,$160.00 ,Lose,-160.00
329,17,$320.00 ,Lose,-320.00
330,17,$640.00 ,Lose,-640.00
331,34,"$1,280.00 ",Lose,"-1,280.00"
332,5.5,"$2,560.00 ",Win,"11,520.00"
333,34,$10.00 ,Lose,-10.00
334,11,$20.00 ,Lose,-20.00
335,6.5,$40.00 ,Lose,-40.00
336,2.25,$80.00 ,Win,100.00
337,4.5,$10.00 ,Win,35.00
338,3.25,$10.00 ,Win,22.50
339,8,$10.00 ,Lose,-10.00
340,41,$20.00 ,Lose,-20.00
341,2.88,$40.00 ,Lose,-40.00
342,10,$80.00 ,Lose,-80.00
343,17,$160.00 ,Lose,-160.00
344,6.5,$320.00 ,Win,"1,760.00"
345,5.5,$10.00 ,Win,45.00
346,3,$10.00 ,Lose,-10.00
347,7.5,$20.00 ,Lose,-20.00
348,26,$40.00 ,Lose,-40.00
349,3.5,$80.00 ,Lose,-80.00
350,2.75,$160.00 ,Win,280.00
351,21,$10.00 ,Lose,-10.00
352,9,$20.00 ,Lose,-20.00
353,6,$40.00 ,Lose,-40.00
354,4.5,$80.00 ,Lose,-80.00
355,13,$160.00 ,Win,"1,920.00"
356,7.5,$10.00 ,Lose,-10.00
357,11,$20.00 ,Lose,-20.00
358,43,$40.00 ,Lose,-40.00
359,15,$80.00 ,Lose,-80.00
360,7.5,$160.00 ,Lose,-160.00
361,8,$320.00 ,Lose,-320.00
362,10,$640.00 ,Win,"5,760.00"
363,11,$10.00 ,Lose,-10.00
364,12,$20.00 ,Lose,-20.00
365,13,$40.00 ,Lose,-40.00
366,15,$80.00 ,Lose,-80.00
367,9,$160.00 ,Lose,-160.00
368,6.5,$320.00 ,Win,"1,760.00"
369,21,$10.00 ,Lose,-10.00
370,11,$20.00 ,Lose,-20.00
371,17,$40.00 ,Lose,-40.00
372,13,$80.00 ,Lose,-80.00
373,10,$160.00 ,Win,"1,440.00"
374,15,$10.00 ,Lose,-10.00
375,15,$20.00 ,Lose,-20.00
376,4.33,$40.00 ,Lose,-40.00
377,10.4,$80.00 ,Lose,-80.00
378,7,$160.00 ,Lose,-160.00
379,9,$320.00 ,Win,"2,560.00"
380,15,$10.00 ,Win,140.00
381,16.2,$10.00 ,Lose,-10.00
382,11,$20.00 ,Win,200.00
383,8,$10.00 ,Lose,-10.00
384,4,$20.00 ,Lose,-20.00
385,4.33,$40.00 ,Lose,-40.00
386,5.5,$80.00 ,Lose,-80.00
387,5.5,$160.00 ,Lose,-160.00
388,10,$320.00 ,Lose,-320.00
389,9,$640.00 ,Lose,-640.00
390,8,"$1,280.00 ",Win,"8,960.00"
391,2.9,$10.00 ,Win,19.00
392,8,$10.00 ,Win,70.00
393,13,$10.00 ,Lose,-10.00
394,10,$20.00 ,Lose,-20.00
395,30,$40.00 ,Lose,-40.00
396,1.83,$80.00 ,Win,66.40
397,21,$10.00 ,Lose,-10.00
398,1.44,$20.00 ,Lose,-20.00
399,3.5,$40.00 ,Win,100.00
400,51,$10.00 ,Lose,-10.00
401,5.5,$20.00 ,Win,90.00
402,10,$10.00 ,Lose,-10.00
403,12,$20.00 ,Lose,-20.00
404,10,$40.00 ,Win,360.00
405,10,$10.00 ,Lose,-10.00
406,2.4,$20.00 ,Lose,-20.00
407,7,$40.00 ,Lose,-40.00
408,15,$80.00 ,Lose,-80.00
409,2.5,$160.00 ,Win,240.00
410,1.36,$10.00 ,Lose,-10.00
411,11,$20.00 ,Lose,-20.00
412,8,$40.00 ,Win,280.00
413,6,$10.00 ,Lose,-10.00
414,17,$20.00 ,Lose,-20.00
415,26,$40.00 ,Lose,-40.00
416,9,$80.00 ,Lose,-80.00
417,15,$160.00 ,Lose,-160.00
418,7,$320.00 ,Lose,-320.00
419,17,$640.00 ,Lose,-640.00
420,13,"$1,280.00 ",Lose,"-1,280.00"
421,12,"$2,560.00 ",Lose,"-2,560.00"
422,7.5,"$5,120.00 ",Win,"33,280.00"
423,4,$10.00 ,Win,30.00
424,4,$10.00 ,Lose,-10.00
425,3,$20.00 ,Lose,-20.00
426,17,$40.00 ,Lose,-40.00
427,101,$80.00 ,Lose,-80.00
428,3.5,$160.00 ,Lose,-160.00
429,8,$320.00 ,Win,"2,240.00"
430,19,$10.00 ,Lose,-10.00
431,2.87,$20.00 ,Lose,-20.00
432,3.5,$40.00 ,Lose,-40.00
433,3.5,$80.00 ,Lose,-80.00
434,10,$160.00 ,Lose,-160.00
435,6.6,$320.00 ,Lose,-320.00
436,13,$640.00 ,Lose,-640.00
437,9,"$1,280.00 ",Win,"10,240.00"
438,10,$10.00 ,Lose,-10.00
439,26,$20.00 ,Lose,-20.00
440,18.8,$40.00 ,Lose,-40.00
441,19,$80.00 ,Lose,-80.00
442,1.95,$160.00 ,Lose,-160.00
443,3.75,$320.00 ,Lose,-320.00
444,26,$640.00 ,Lose,-640.00
445,11,"$1,280.00 ",Lose,"-1,280.00"
446,9,"$2,560.00 ",Win,"20,480.00"
447,8,$10.00 ,Win,70.00
448,26,$10.00 ,Lose,-10.00
449,8.5,$20.00 ,Lose,-20.00
450,5,$40.00 ,Win,160.00
451,15,$10.00 ,Lose,-10.00
452,5,$20.00 ,Lose,-20.00
453,4.33,$40.00 ,Lose,-40.00
1,51,$80.00 ,Lose,-80.00
2,17,$160.00 ,Lose,-160.00
3,10,$320.00 ,Win,"2,880.00"
4,8,$10.00 ,Win,70.00
5,20,$10.00 ,Lose,-10.00
6,18,$20.00 ,Lose,-20.00
7,9,$40.00 ,Lose,-40.00
8,10,$80.00 ,Lose,-80.00
9,4.33,$160.00 ,Lose,-160.00
10,15,$320.00 ,Lose,-320.00
11,13,$640.00 ,Lose,-640.00
12,7.5,"$1,280.00 ",Lose,"-1,280.00"
13,8,"$2,560.00 ",Lose,"-2,560.00"
14,6,"$5,120.00 ",Win,"25,600.00"
15,7.5,$10.00 ,Lose,-10.00
16,17,$20.00 ,Lose,-20.00
17,4.5,$40.00 ,Lose,-40.00
18,13,$80.00 ,Lose,-80.00
19,8.5,$160.00 ,Lose,-160.00
20,7,$320.00 ,Win,"1,920.00"
21,9,$10.00 ,Win,80.00
22,6,$10.00 ,Lose,-10.00
23,5,$20.00 ,Lose,-20.00
24,17,$40.00 ,Lose,-40.00
25,7.5,$80.00 ,Lose,-80.00
26,11,$160.00 ,Lose,-160.00
27,11,$320.00 ,Lose,-320.00
28,26,$640.00 ,Lose,-640.00
29,13,"$1,280.00 ",Lose,"-1,280.00"
30,15,"$2,560.00 ",Lose,"-2,560.00"
31,5.5,"$5,120.00 ",Lose,"-5,120.00"
32,15,"$10,240.00 ",Lose,"-10,240.00"
33,19,"$20,480.00 ",Lose,"-20,480.00"
34,17,"$40,960.00 ",Lose,"-40,960.00"
35,11,"$81,920.00 ",Lose,"-81,920.00"
36,13,"$163,840.00 ",Win,"1,966,080.00"
37,21,$10.00 ,Lose,-10.00
38,11,$20.00 ,Lose,-20.00
39,9,$40.00 ,Lose,-40.00
40,12,$80.00 ,Lose,-80.00
41,5,$160.00 ,Lose,-160.00
42,15,$320.00 ,Win,"4,480.00"
43,5,$10.00 ,Lose,-10.00
44,7,$20.00 ,Lose,-20.00
45,17,$40.00 ,Lose,-40.00
46,17,$80.00 ,Lose,-80.00
47,11,$160.00 ,Lose,-160.00
48,17,$320.00 ,Lose,-320.00
49,9,$640.00 ,Lose,-640.00
50,12,"$1,280.00 ",Lose,"-1,280.00"
51,13,"$2,560.00 ",Lose,"-2,560.00"
52,13,"$5,120.00 ",Win,"61,440.00"
53,7.5,$10.00 ,Lose,-10.00
54,18,$20.00 ,Lose,-20.00
55,17,$40.00 ,Lose,-40.00
56,12,$80.00 ,Win,880.00
57,11,$10.00 ,Lose,-10.00
58,17,$20.00 ,Lose,-20.00
59,7.5,$40.00 ,Lose,-40.00
60,10,$80.00 ,Lose,-80.00
61,19,$160.00 ,Lose,-160.00
62,34,$320.00 ,Lose,-320.00
63,34,$640.00 ,Lose,-640.00
64,7,"$1,280.00 ",Win,"7,680.00"
65,9,$10.00 ,Lose,-10.00
66,15,$20.00 ,Lose,-20.00
67,6.5,$40.00 ,Lose,-40.00
68,6,$80.00 ,Lose,-80.00
69,6.5,$160.00 ,Lose,-160.00
70,3.75,$320.00 ,Win,880.00
71,11,$10.00 ,Lose,-10.00
72,10,$20.00 ,Lose,-20.00
73,10,$40.00 ,Lose,-40.00
74,15,$80.00 ,Lose,-80.00
75,8,$160.00 ,Lose,-160.00
76,5.5,$320.00 ,Lose,-320.00
77,7.5,$640.00 ,Lose,-640.00
78,4,"$1,280.00 ",Win,"3,840.00"
79,26,$10.00 ,Lose,-10.00
80,7.5,$20.00 ,Lose,-20.00
81,11,$40.00 ,Lose,-40.00
82,7,$80.00 ,Lose,-80.00
83,15,$160.00 ,Lose,-160.00
84,11,$320.00 ,Lose,-320.00
85,21,$640.00 ,Lose,-640.00
86,9,"$1,280.00 ",Lose,"-1,280.00"
87,10,"$2,560.00 ",Lose,"-2,560.00"
88,10.5,"$5,120.00 ",Lose,"-5,120.00"
89,10,"$10,240.00 ",Lose,"-10,240.00"
90,7,"$20,480.00 ",Lose,"-20,480.00"
91,8.5,"$40,960.00 ",Lose,"-40,960.00"
92,23,"$81,920.00 ",Lose,"-81,920.00"
93,9,"$163,840.00 ",Win,"1,310,720.00"
94,9,$10.00 ,Lose,-10.00
95,6,$20.00 ,Lose,-20.00
96,10,$40.00 ,Lose,-40.00
97,6.5,$80.00 ,Lose,-80.00
98,17,$160.00 ,Lose,-160.00
99,5,$320.00 ,Win,"1,280.00"
100,5,$10.00 ,Lose,-10.00
101,17,$20.00 ,Lose,-20.00
102,4.5,$40.00 ,Lose,-40.00
103,10,$80.00 ,Win,720.00
104,17,$10.00 ,Lose,-10.00
105,6,$20.00 ,Win,100.00
106,6,$10.00 ,Lose,-10.00
107,17,$20.00 ,Lose,-20.00
108,8,$40.00 ,Lose,-40.00
109,7.5,$80.00 ,Lose,-80.00
110,7,$160.00 ,Lose,-160.00
111,17,$320.00 ,Lose,-320.00
112,23,$640.00 ,Win,"14,080.00"
113,17,$10.00 ,Win,160.00
114,11,$10.00 ,Lose,-10.00
115,5.5,$20.00 ,Lose,-20.00
116,11,$40.00 ,Lose,-40.00
117,7.5,$80.00 ,Lose,-80.00
118,21,$160.00 ,Lose,-160.00
119,7,$320.00 ,Win,"1,920.00"
120,8,$10.00 ,Win,70.00
121,11,$10.00 ,Lose,-10.00
122,10,$20.00 ,Lose,-20.00
123,12,$40.00 ,Lose,-40.00
124,7,$80.00 ,Lose,-80.00
125,9,$160.00 ,Win,"1,280.00"
126,4.5,$10.00 ,Win,35.00
127,7,$10.00 ,Lose,-10.00
128,9,$20.00 ,Win,160.00
129,9,$10.00 ,Lose,-10.00
130,5.5,$20.00 ,Lose,-20.00
131,9,$40.00 ,Lose,-40.00
132,13,$80.00 ,Win,960.00
133,5.5,$10.00 ,Lose,-10.00
134,5,$20.00 ,Lose,-20.00
135,13,$40.00 ,Win,480.00
136,29,$10.00 ,Lose,-10.00
137,12,$20.00 ,Lose,-20.00
138,29,$40.00 ,Lose,-40.00
139,5,$80.00 ,Lose,-80.00
140,8.5,$160.00 ,Lose,-160.00
141,15,$320.00 ,Lose,-320.00
142,10,$640.00 ,Lose,-640.00
143,11,"$1,280.00 ",Lose,"-1,280.00"
144,10,"$2,560.00 ",Lose,"-2,560.00"
145,26,"$5,120.00 ",Lose,"-5,120.00"
146,6,"$10,240.00 ",Lose,"-10,240.00"
147,21,"$20,480.00 ",Lose,"-20,480.00"
148,29,"$40,960.00 ",Lose,"-40,960.00"
149,21,"$81,920.00 ",Lose,"-81,920.00"
150,10,"$163,840.00 ",Lose,"-163,840.00"
151,15,"$327,680.00 ",Lose,"-327,680.00"
152,17,"$655,360.00 ",Lose,"-655,360.00"
153,11,"$1,310,720.00 ",Lose,"-1,310,720.00"
154,5,"$2,621,440.00 ",Win,"10,485,760.00"
155,10,$10.00 ,Lose,-10.00
156,13,$20.00 ,Lose,-20.00
157,9,$40.00 ,Lose,-40.00
158,8,$80.00 ,Win,560.00
159,15,$10.00 ,Lose,-10.00
160,15,$20.00 ,Lose,-20.00
161,7.5,$40.00 ,Win,260.00
162,6,$10.00 ,Lose,-10.00
163,9.5,$20.00 ,Lose,-20.00
164,19,$40.00 ,Lose,-40.00
165,12,$80.00 ,Lose,-80.00
166,5.5,$160.00 ,Win,720.00
167,17,$10.00 ,Lose,-10.00
168,6,$20.00 ,Lose,-20.00
169,15,$40.00 ,Win,560.00
170,6,$10.00 ,Lose,-10.00
171,34,$20.00 ,Lose,-20.00
172,15,$40.00 ,Lose,-40.00
173,7,$80.00 ,Lose,-80.00
174,8.5,$160.00 ,Lose,-160.00
175,6.5,$320.00 ,Lose,-320.00
176,7,$640.00 ,Lose,-640.00
177,12,"$1,280.00 ",Lose,"-1,280.00"
178,8.5,"$2,560.00 ",Lose,"-2,560.00"
179,27,"$5,120.00 ",Lose,"-5,120.00"
180,34,"$10,240.00 ",Win,"337,920.00"
181,5,$10.00 ,Lose,-10.00
182,6,$20.00 ,Lose,-20.00
183,4.5,$40.00 ,Win,140.00
184,5.5,$10.00 ,Win,45.00
185,13,$10.00 ,Lose,-10.00
186,11,$20.00 ,Lose,-20.00
187,15,$40.00 ,Lose,-40.00
188,5,$80.00 ,Lose,-80.00
189,13,$160.00 ,Win,"1,920.00"
190,6.5,$10.00 ,Win,55.00
191,7,$10.00 ,Lose,-10.00
192,5.5,$20.00 ,Win,90.00
193,4.5,$10.00 ,Win,35.00
194,17,$10.00 ,Lose,-10.00
195,6.5,$20.00 ,Lose,-20.00
196,7,$40.00 ,Win,240.00
197,23,$10.00 ,Lose,-10.00
198,9,$20.00 ,Win,160.00
199,4.5,$10.00 ,Lose,-10.00
200,10,$20.00 ,Lose,-20.00
201,6.5,$40.00 ,Lose,-40.00
202,7,$80.00 ,Win,480.00
203,29,$10.00 ,Lose,-10.00
204,6,$20.00 ,Lose,-20.00
205,15,$40.00 ,Lose,-40.00
206,10,$80.00 ,Lose,-80.00
207,9,$160.00 ,Lose,-160.00
208,13,$320.00 ,Lose,-320.00
209,8,$640.00 ,Win,"4,480.00"
210,11,$10.00 ,Lose,-10.00
211,26,$20.00 ,Lose,-20.00
212,8.5,$40.00 ,Lose,-40.00
213,81,$80.00 ,Lose,-80.00
214,34,$160.00 ,Lose,-160.00
215,9,$320.00 ,Lose,-320.00
216,23,$640.00 ,Lose,-640.00
217,4.5,"$1,280.00 ",Lose,"-1,280.00"
218,6,"$2,560.00 ",Win,"12,800.00"
219,17,$10.00 ,Lose,-10.00
220,13,$20.00 ,Win,240.00
221,15,$10.00 ,Lose,-10.00
222,6,$20.00 ,Lose,-20.00
223,9,$40.00 ,Lose,-40.00
224,12,$80.00 ,Lose,-80.00
225,19,$160.00 ,Win,"2,880.00"
226,21,$10.00 ,Lose,-10.00
227,4,$20.00 ,Lose,-20.00
228,7,$40.00 ,Lose,-40.00
229,15,$80.00 ,Lose,-80.00
230,17,$160.00 ,Lose,-160.00
231,7.5,$320.00 ,Lose,-320.00
232,5,$640.00 ,Lose,-640.00
233,15,"$1,280.00 ",Lose,"-1,280.00"
234,10,"$2,560.00 ",Lose,"-2,560.00"
235,11,"$5,120.00 ",Lose,"-5,120.00"
236,6,"$10,240.00 ",Lose,"-10,240.00"
237,11,"$20,480.00 ",Lose,"-20,480.00"
238,8,"$40,960.00 ",Lose,"-40,960.00"
239,6.5,"$81,920.00 ",Win,"450,560.00"
240,8,$10.00 ,Lose,-10.00
241,9,$20.00 ,Lose,-20.00
242,6,$40.00 ,Lose,-40.00
243,10,$80.00 ,Win,720.00
244,8.5,$10.00 ,Lose,-10.00
245,13,$20.00 ,Win,240.00
246,10,$10.00 ,Lose,-10.00
247,26,$20.00 ,Lose,-20.00
248,9,$40.00 ,Lose,-40.00
249,41,$80.00 ,Lose,-80.00
250,9,$160.00 ,Win,"1,280.00"
251,17,$10.00 ,Lose,-10.00
252,34,$20.00 ,Lose,-20.00
253,17,$40.00 ,Lose,-40.00
254,15,$80.00 ,Lose,-80.00
255,7,$160.00 ,Win,960.00
256,41,$10.00 ,Lose,-10.00
257,8,$20.00 ,Lose,-20.00
258,7,$40.00 ,Lose,-40.00
259,10,$80.00 ,Lose,-80.00
260,5.5,$160.00 ,Lose,-160.00
261,17,$320.00 ,Lose,-320.00
262,15,$640.00 ,Lose,-640.00
263,13,"$1,280.00 ",Lose,"-1,280.00"
264,13,"$2,560.00 ",Lose,"-2,560.00"
265,6.5,"$5,120.00 ",Lose,"-5,120.00"
266,7,"$10,240.00 ",Lose,"-10,240.00"
267,9,"$20,480.00 ",Lose,"-20,480.00"
268,13,"$40,960.00 ",Lose,"-40,960.00"
269,15,"$81,920.00 ",Lose,"-81,920.00"
270,5,"$163,840.00 ",Lose,"-163,840.00"
271,4.5,"$327,680.00 ",Lose,"-327,680.00"
272,6.5,"$655,360.00 ",Lose,"-655,360.00"
273,7,"$1,310,720.00 ",Lose,"-1,310,720.00"
274,26,"$2,621,440.00 ",Lose,"-2,621,440.00"
275,17,"$5,242,880.00 ",Lose,"-5,242,880.00"
276,9,"$10,485,760.00 ",Lose,"-10,485,760.00"
277,21,"$20,971,520.00 ",Lose,"-20,971,520.00"
278,7.5,"$41,943,040.00 ",Lose,"-41,943,040.00"
279,4.5,"$83,886,080.00 ",Lose,"-83,886,080.00"
280,6.5,"$167,772,160.00 ",Win,"922,746,880.00"
281,41,$10.00 ,Lose,-10.00
282,26,$20.00 ,Lose,-20.00
283,13,$40.00 ,Lose,-40.00
284,17,$80.00 ,Lose,-80.00
285,51,$160.00 ,Lose,-160.00
286,8,$320.00 ,Lose,-320.00
287,6,$640.00 ,Lose,-640.00
288,11,"$1,280.00 ",Lose,"-1,280.00"
289,13,"$2,560.00 ",Lose,"-2,560.00"
290,5.5,"$5,120.00 ",Lose,"-5,120.00"
291,10,"$10,240.00 ",Lose,"-10,240.00"
292,7,"$20,480.00 ",Lose,"-20,480.00"
293,6.5,"$40,960.00 ",Win,"225,280.00"
294,10,$10.00 ,Lose,-10.00
295,9,$20.00 ,Lose,-20.00
296,34,$40.00 ,Lose,-40.00
297,15,$80.00 ,Lose,-80.00
298,17,$160.00 ,Lose,-160.00
299,6.5,$320.00 ,Win,"1,760.00"
300,5,$10.00 ,Lose,-10.00
301,21,$20.00 ,Lose,-20.00
302,17,$40.00 ,Lose,-40.00
303,11,$80.00 ,Lose,-80.00
304,6.5,$160.00 ,Lose,-160.00
305,7,$320.00 ,Lose,-320.00
306,9,$640.00 ,Lose,-640.00
307,21,"$1,280.00 ",Lose,"-1,280.00"
308,7,"$2,560.00 ",Lose,"-2,560.00"
309,8,"$5,120.00 ",Lose,"-5,120.00"
310,7,"$10,240.00 ",Lose,"-10,240.00"
311,11,"$20,480.00 ",Lose,"-20,480.00"
312,19,"$40,960.00 ",Lose,"-40,960.00"
313,67,"$81,920.00 ",Lose,"-81,920.00"
314,17,"$163,840.00 ",Lose,"-163,840.00"
315,8,"$327,680.00 ",Lose,"-327,680.00"
316,10,"$655,360.00 ",Lose,"-655,360.00"
317,17,"$1,310,720.00 ",Lose,"-1,310,720.00"
318,6,"$2,621,440.00 ",Lose,"-2,621,440.00"
319,9,"$5,242,880.00 ",Lose,"-5,242,880.00"
320,7.5,"$10,485,760.00 ",Lose,"-10,485,760.00"
321,6.5,"$20,971,520.00 ",Lose,"-20,971,520.00"
322,9,"$41,943,040.00 ",Lose,"-41,943,040.00"
323,9,"$83,886,080.00 ",Lose,"-83,886,080.00"
324,17,"$167,772,160.00 ",Lose,"-167,772,160.00"
325,7.5,"$335,544,320.00 ",Lose,"-335,544,320.00"
326,15,"$671,088,640.00 ",Lose,"-671,088,640.00"
327,17,"$1,342,177,280.00 ",Lose,"-1,342,177,280.00"
328,34,"$2,684,354,560.00 ",Lose,"-2,684,354,560.00"
329,7.5,"$5,368,709,120.00 ",Lose,"-5,368,709,120.00"
330,9,"$10,737,418,240.00 ",Lose,"-10,737,418,240.00"
331,15,"$21,474,836,480.00 ",Lose,"-21,474,836,480.00"
332,42,"$42,949,672,960.00 ",Lose,"-42,949,672,960.00"
333,17,"$85,899,345,920.00 ",Lose,"-85,899,345,920.00"
334,11,"$171,798,691,840.00 ",Lose,"-171,798,691,840.00"
335,15,"$343,597,383,680.00 ",Lose,"-343,597,383,680.00"
