ID,Odds,Bet,Result,Profit
1825,4.5,"$1,000.00",Win,"$3,500.00"
1826,23,"$1,000.00",Lose,$0.00
1827,17,"$1,000.00",Lose,$0.00
1828,19,"$1,000.00",Win,"$18,000.00"
1829,26,"$1,000.00",Win,"$25,000.00"
1830,11,"$1,000.00",Lose,$0.00
1831,34,"$1,000.00",Lose,$0.00
1832,21,"$1,000.00",Lose,$0.00
1833,29,"$1,000.00",Lose,$0.00
1834,11,"$1,000.00",Win,"$10,000.00"
1835,19,"$1,000.00",Lose,$0.00
1836,11,"$1,000.00",Win,"$10,000.00"
1837,9,"$1,000.00",Win,"$8,000.00"
1838,5,"$1,000.00",Lose,$0.00
1839,15,"$1,000.00",Lose,$0.00
1840,7,"$1,000.00",Win,"$6,000.00"
1841,9,"$1,000.00",Win,"$8,000.00"
1842,12,"$1,000.00",Win,"$11,000.00"
1843,21,"$1,000.00",Win,"$20,000.00"
1844,15,"$1,000.00",Win,"$14,000.00"
1845,34,"$1,000.00",Lose,$0.00
1846,13,"$1,000.00",Lose,$0.00
1847,15,"$1,000.00",Lose,$0.00
1848,8,"$1,000.00",Lose,$0.00
1849,5,"$1,000.00",Win,"$4,000.00"
1850,26,"$1,000.00",Lose,$0.00
1851,7,"$1,000.00",Win,"$6,000.00"
1852,21,"$1,000.00",Lose,$0.00
1853,17,"$1,000.00",Win,"$16,000.00"
1854,15,"$1,000.00",Lose,$0.00
1855,8.5,"$1,000.00",Lose,$0.00
1856,10,"$1,000.00",Lose,$0.00
1857,15,"$1,000.00",Lose,$0.00
1858,12,"$1,000.00",Lose,$0.00
1859,15,"$1,000.00",Lose,$0.00
1860,9,"$1,000.00",Win,"$8,000.00"
1861,8,"$1,000.00",Win,"$7,000.00"
1862,5.5,"$1,000.00",Lose,$0.00
1863,10,"$1,000.00",Lose,$0.00
1864,17,"$1,000.00",Lose,$0.00
1865,21,"$1,000.00",Lose,$0.00
1866,17,"$1,000.00",Lose,$0.00
1867,8,"$1,000.00",Lose,$0.00
1868,13,"$1,000.00",Win,"$12,000.00"
1869,15,"$1,000.00",Lose,$0.00
1870,13,"$1,000.00",Lose,$0.00
1871,26,"$1,000.00",Win,"$25,000.00"
1872,9,"$1,000.00",Win,"$8,000.00"
1873,7.5,"$1,000.00",Lose,$0.00
1874,9,"$1,000.00",Lose,$0.00
1875,9,"$1,000.00",Lose,$0.00
1876,12,"$1,000.00",Lose,$0.00
1877,6,"$1,000.00",Lose,$0.00
1878,9,"$1,000.00",Lose,$0.00
1879,17,"$1,000.00",Lose,$0.00
1880,5.5,"$1,000.00",Win,"$4,500.00"
1881,10,"$1,000.00",Win,"$9,000.00"
1882,9,"$1,000.00",Lose,$0.00
1883,7.5,"$1,000.00",Win,"$6,500.00"
1884,15,"$1,000.00",Lose,$0.00
1885,15,"$1,000.00",Lose,$0.00
1886,6.5,"$1,000.00",Lose,$0.00
1887,7,"$1,000.00",Win,"$6,000.00"
1888,11,"$1,000.00",Lose,$0.00
1889,19,"$1,000.00",Lose,$0.00
1890,9,"$1,000.00",Lose,$0.00
1891,7,"$1,000.00",Lose,$0.00
1892,9,"$1,000.00",Lose,$0.00
1893,41,"$1,000.00",Lose,$0.00
1894,9,"$1,000.00",Lose,$0.00
1895,5.5,"$1,000.00",Win,"$4,500.00"
1896,12,"$1,000.00",Win,"$11,000.00"
1897,26,"$1,000.00",Lose,$0.00
1898,51,"$1,000.00",Lose,$0.00
1899,15,"$1,000.00",Lose,$0.00
1900,12,"$1,000.00",Lose,$0.00
1901,5.5,"$1,000.00",Lose,$0.00
1902,21,"$1,000.00",Lose,$0.00
1903,13,"$1,000.00",Lose,$0.00
1904,11,"$1,000.00",Lose,$0.00
1905,21,"$1,000.00",Lose,$0.00
1906,7.5,"$1,000.00",Lose,$0.00
1907,21,"$1,000.00",Win,"$20,000.00"
1908,29,"$1,000.00",Lose,$0.00
1909,21,"$1,000.00",Lose,$0.00
1910,3,"$1,000.00",Win,"$2,000.00"
1911,5,"$1,000.00",Lose,$0.00
1912,34,"$1,000.00",Lose,$0.00
1913,10,"$1,000.00",Win,"$9,000.00"
1914,26,"$1,000.00",Lose,$0.00
1915,6,"$1,000.00",Lose,$0.00
1916,4,"$1,000.00",Lose,$0.00
1917,8.5,"$1,000.00",Win,"$7,500.00"
1918,5,"$1,000.00",Lose,$0.00
1919,5.5,"$1,000.00",Lose,$0.00
1920,15,"$1,000.00",Lose,$0.00
1921,21,"$1,000.00",Lose,$0.00
1922,4,"$1,000.00",Lose,$0.00
1923,26,"$1,000.00",Lose,$0.00
1924,15,"$1,000.00",Lose,$0.00
1925,8,"$1,000.00",Lose,$0.00
1926,13,"$1,000.00",Lose,$0.00
1927,13,"$1,000.00",Lose,$0.00
1928,21,"$1,000.00",Lose,$0.00
1929,21,"$1,000.00",Lose,$0.00
1930,9,"$1,000.00",Win,"$8,000.00"
1931,8,"$1,000.00",Lose,$0.00
1932,8,"$1,000.00",Win,"$7,000.00"
1933,17,"$1,000.00",Lose,$0.00
1934,7,"$1,000.00",Lose,$0.00
1935,7,"$1,000.00",Lose,$0.00
1936,8,"$1,000.00",Win,"$7,000.00"
1937,26,"$1,000.00",Lose,$0.00
1,5,"$1,000.00",Lose,$0.00
2,2.63,"$1,000.00",Lose,$0.00
3,9,"$1,000.00",Win,"$8,000.00"
4,7.5,"$1,000.00",Lose,$0.00
5,7.5,"$1,000.00",Win,"$6,500.00"
6,3.5,"$1,000.00",Lose,$0.00
7,7.5,"$1,000.00",Lose,$0.00
8,4.5,"$1,000.00",Lose,$0.00
9,6.5,"$1,000.00",Lose,$0.00
10,8,"$1,000.00",Lose,$0.00
11,4,"$1,000.00",Lose,$0.00
12,13,"$1,000.00",Lose,$0.00
13,7.5,"$1,000.00",Lose,$0.00
14,5,"$1,000.00",Lose,$0.00
15,11,"$1,000.00",Win,"$10,000.00"
16,3.25,"$1,000.00",Win,"$2,250.00"
17,3.5,"$1,000.00",Lose,$0.00
18,6,"$1,000.00",Lose,$0.00
19,3.75,"$1,000.00",Win,"$2,750.00"
20,4.5,"$1,000.00",Lose,$0.00
21,4.5,"$1,000.00",Lose,$0.00
22,17,"$1,000.00",Win,"$16,000.00"
23,2.1,"$1,000.00",Lose,$0.00
24,2.88,"$1,000.00",Lose,$0.00
25,5.5,"$1,000.00",Win,"$4,500.00"
26,3.25,"$1,000.00",Win,"$2,250.00"
27,6,"$1,000.00",Lose,$0.00
28,3.5,"$1,000.00",Lose,$0.00
29,10,"$1,000.00",Lose,$0.00
30,4.33,"$1,000.00",Lose,$0.00
31,8,"$1,000.00",Win,"$7,000.00"
32,3.5,"$1,000.00",Lose,$0.00
33,2.38,"$1,000.00",Lose,$0.00
34,2.5,"$1,000.00",Lose,$0.00
35,6,"$1,000.00",Lose,$0.00
36,6,"$1,000.00",Lose,$0.00
37,3.5,"$1,000.00",Lose,$0.00
38,26,"$1,000.00",Lose,$0.00
39,6,"$1,000.00",Win,"$5,000.00"
40,4,"$1,000.00",Lose,$0.00
41,9,"$1,000.00",Win,"$8,000.00"
42,4,"$1,000.00",Win,"$3,000.00"
43,5.5,"$1,000.00",Win,"$4,500.00"
44,3.5,"$1,000.00",Lose,$0.00
45,2.75,"$1,000.00",Win,"$1,750.00"
46,10,"$1,000.00",Lose,$0.00
47,9,"$1,000.00",Win,"$8,000.00"
48,5.5,"$1,000.00",Win,"$4,500.00"
49,4,"$1,000.00",Win,"$3,000.00"
50,2.38,"$1,000.00",Lose,$0.00
51,3.25,"$1,000.00",Lose,$0.00
52,6,"$1,000.00",Win,"$5,000.00"
53,5,"$1,000.00",Win,"$4,000.00"
54,3.75,"$1,000.00",Win,"$2,750.00"
55,7.5,"$1,000.00",Lose,$0.00
56,5.5,"$1,000.00",Lose,$0.00
57,6.5,"$1,000.00",Lose,$0.00
58,3.75,"$1,000.00",Lose,$0.00
59,7,"$1,000.00",Win,"$6,000.00"
60,5.5,"$1,000.00",Win,"$4,500.00"
61,8.5,"$1,000.00",Lose,$0.00
62,5,"$1,000.00",Win,"$4,000.00"
63,3.5,"$1,000.00",Win,"$2,500.00"
64,3,"$1,000.00",Lose,$0.00
65,4,"$1,000.00",Lose,$0.00
66,4.33,"$1,000.00",Lose,$0.00
67,3.75,"$1,000.00",Win,"$2,750.00"
68,9,"$1,000.00",Lose,$0.00
69,2.38,"$1,000.00",Lose,$0.00
70,2.88,"$1,000.00",Lose,$0.00
71,2.75,"$1,000.00",Lose,$0.00
72,5,"$1,000.00",Lose,$0.00
73,3.5,"$1,000.00",Lose,$0.00
74,4,"$1,000.00",Win,"$3,000.00"
75,6.5,"$1,000.00",Lose,$0.00
76,3.75,"$1,000.00",Lose,$0.00
77,3.25,"$1,000.00",Win,"$2,250.00"
78,5.5,"$1,000.00",Lose,$0.00
79,8,"$1,000.00",Lose,$0.00
80,2.5,"$1,000.00",Lose,$0.00
81,2.88,"$1,000.00",Lose,$0.00
82,13,"$1,000.00",Win,"$12,000.00"
83,7,"$1,000.00",Lose,$0.00
84,3.75,"$1,000.00",Win,"$2,750.00"
85,6.5,"$1,000.00",Lose,$0.00
86,4,"$1,000.00",Lose,$0.00
87,3,"$1,000.00",Lose,$0.00
88,3.75,"$1,000.00",Lose,$0.00
89,4,"$1,000.00",Lose,$0.00
90,3.25,"$1,000.00",Win,"$2,250.00"
91,7,"$1,000.00",Lose,$0.00
92,9,"$1,000.00",Lose,$0.00
93,15,"$1,000.00",Lose,$0.00
94,3.25,"$1,000.00",Lose,$0.00
95,4.5,"$1,000.00",Lose,$0.00
96,3.5,"$1,000.00",Lose,$0.00
97,5.5,"$1,000.00",Lose,$0.00
98,15,"$1,000.00",Lose,$0.00
99,4.5,"$1,000.00",Lose,$0.00
100,5,"$1,000.00",Lose,$0.00
101,7.5,"$1,000.00",Lose,$0.00
102,4,"$1,000.00",Lose,$0.00
103,4.5,"$1,000.00",Lose,$0.00
104,15,"$1,000.00",Lose,$0.00
105,7.5,"$1,000.00",Win,"$6,500.00"
106,3.75,"$1,000.00",Lose,$0.00
107,4.5,"$1,000.00",Lose,$0.00
108,2.88,"$1,000.00",Win,"$1,880.00"
109,5.5,"$1,000.00",Lose,$0.00
110,17,"$1,000.00",Lose,$0.00
111,15,"$1,000.00",Lose,$0.00
112,2.75,"$1,000.00",Lose,$0.00
113,7,"$1,000.00",Lose,$0.00
114,7.5,"$1,000.00",Lose,$0.00
115,6,"$1,000.00",Lose,$0.00
116,4,"$1,000.00",Lose,$0.00
117,15,"$1,000.00",Lose,$0.00
118,4.33,"$1,000.00",Lose,$0.00
119,4,"$1,000.00",Win,"$3,000.00"
120,11,"$1,000.00",Lose,$0.00
121,3,"$1,000.00",Win,"$2,000.00"
122,5,"$1,000.00",Lose,$0.00
123,13,"$1,000.00",Lose,$0.00
124,4.5,"$1,000.00",Win,"$3,500.00"
125,6.5,"$1,000.00",Lose,$0.00
126,2.88,"$1,000.00",Win,"$1,880.00"
127,6,"$1,000.00",Lose,$0.00
128,7,"$1,000.00",Win,"$6,000.00"
129,9,"$1,000.00",Win,"$8,000.00"
130,4,"$1,000.00",Lose,$0.00
131,15,"$1,000.00",Lose,$0.00
132,5.5,"$1,000.00",Lose,$0.00
133,2.63,"$1,000.00",Lose,$0.00
134,4,"$1,000.00",Lose,$0.00
135,6.5,"$1,000.00",Win,"$5,500.00"
136,7.5,"$1,000.00",Lose,$0.00
137,3,"$1,000.00",Lose,$0.00
138,8.5,"$1,000.00",Lose,$0.00
139,3.25,"$1,000.00",Lose,$0.00
140,6,"$1,000.00",Lose,$0.00
141,4,"$1,000.00",Win,"$3,000.00"
142,11,"$1,000.00",Win,"$10,000.00"
143,13,"$1,000.00",Lose,$0.00
144,9,"$1,000.00",Lose,$0.00
145,2.88,"$1,000.00",Win,"$1,880.00"
146,4.5,"$1,000.00",Lose,$0.00
147,4,"$1,000.00",Win,"$3,000.00"
148,8,"$1,000.00",Lose,$0.00
149,6,"$1,000.00",Lose,$0.00
150,7,"$1,000.00",Lose,$0.00
151,4.5,"$1,000.00",Lose,$0.00
152,2.62,"$1,000.00",Win,"$1,620.00"
153,3.5,"$1,000.00",Lose,$0.00
154,6.5,"$1,000.00",Lose,$0.00
155,3,"$1,000.00",Lose,$0.00
156,9,"$1,000.00",Lose,$0.00
157,3,"$1,000.00",Win,"$2,000.00"
158,5,"$1,000.00",Lose,$0.00
159,6.5,"$1,000.00",Lose,$0.00
160,13,"$1,000.00",Win,"$12,000.00"
161,3.75,"$1,000.00",Lose,$0.00
162,4,"$1,000.00",Lose,$0.00
163,3.75,"$1,000.00",Lose,$0.00
164,3.75,"$1,000.00",Lose,$0.00
165,3.75,"$1,000.00",Lose,$0.00
166,3.75,"$1,000.00",Win,"$2,750.00"
167,11,"$1,000.00",Lose,$0.00
168,4.33,"$1,000.00",Lose,$0.00
169,6.5,"$1,000.00",Lose,$0.00
170,3.25,"$1,000.00",Lose,$0.00
171,3.75,"$1,000.00",Lose,$0.00
172,2.75,"$1,000.00",Win,"$1,750.00"
173,4.5,"$1,000.00",Lose,$0.00
174,5,"$1,000.00",Lose,$0.00
175,3.25,"$1,000.00",Lose,$0.00
176,5,"$1,000.00",Win,"$4,000.00"
177,3.75,"$1,000.00",Win,"$2,750.00"
178,3.5,"$1,000.00",Win,"$2,500.00"
179,4.5,"$1,000.00",Lose,$0.00
180,3.25,"$1,000.00",Lose,$0.00
181,12,"$1,000.00",Lose,$0.00
182,3,"$1,000.00",Lose,$0.00
183,3.75,"$1,000.00",Lose,$0.00
184,3.75,"$1,000.00",Lose,$0.00
185,9,"$1,000.00",Lose,$0.00
186,3.5,"$1,000.00",Lose,$0.00
187,7,"$1,000.00",Win,"$6,000.00"
188,6,"$1,000.00",Lose,$0.00
189,8.5,"$1,000.00",Lose,$0.00
190,4,"$1,000.00",Lose,$0.00
191,4.5,"$1,000.00",Lose,$0.00
192,7,"$1,000.00",Lose,$0.00
193,3.25,"$1,000.00",Win,"$2,250.00"
194,9,"$1,000.00",Lose,$0.00
195,13,"$1,000.00",Lose,$0.00
196,3.5,"$1,000.00",Lose,$0.00
197,4.33,"$1,000.00",Lose,$0.00
198,5.5,"$1,000.00",Lose,$0.00
199,4,"$1,000.00",Lose,$0.00
200,2.75,"$1,000.00",Win,"$1,750.00"
201,4.5,"$1,000.00",Lose,$0.00
202,3.25,"$1,000.00",Win,"$2,250.00"
203,7,"$1,000.00",Lose,$0.00
204,3.75,"$1,000.00",Win,"$2,750.00"
205,7.5,"$1,000.00",Lose,$0.00
206,4.5,"$1,000.00",Lose,$0.00
207,4.5,"$1,000.00",Win,"$3,500.00"
208,4.33,"$1,000.00",Lose,$0.00
209,2.38,"$1,000.00",Lose,$0.00
210,6,"$1,000.00",Lose,$0.00
211,3.5,"$1,000.00",Lose,$0.00
212,4,"$1,000.00",Lose,$0.00
213,7,"$1,000.00",Win,"$6,000.00"
214,7,"$1,000.00",Lose,$0.00
215,3.75,"$1,000.00",Lose,$0.00
216,4.5,"$1,000.00",Lose,$0.00
217,7.5,"$1,000.00",Lose,$0.00
218,5.5,"$1,000.00",Win,"$4,500.00"
219,2.5,"$1,000.00",Win,"$1,500.00"
220,13,"$1,000.00",Lose,$0.00
221,5,"$1,000.00",Lose,$0.00
222,3.75,"$1,000.00",Lose,$0.00
223,6,"$1,000.00",Lose,$0.00
224,4.33,"$1,000.00",Lose,$0.00
225,8,"$1,000.00",Lose,$0.00
226,5,"$1,000.00",Lose,$0.00
227,7.5,"$1,000.00",Lose,$0.00
228,13,"$1,000.00",Lose,$0.00
229,3.75,"$1,000.00",Win,"$2,750.00"
230,3.5,"$1,000.00",Lose,$0.00
231,5.5,"$1,000.00",Lose,$0.00
232,15,"$1,000.00",Lose,$0.00
233,3.5,"$1,000.00",Lose,$0.00
234,11,"$1,000.00",Lose,$0.00
235,3.75,"$1,000.00",Lose,$0.00
236,2.5,"$1,000.00",Lose,$0.00
237,4.33,"$1,000.00",Lose,$0.00
238,5.5,"$1,000.00",Lose,$0.00
239,4.5,"$1,000.00",Win,"$3,500.00"
240,3.5,"$1,000.00",Lose,$0.00
241,3.5,"$1,000.00",Lose,$0.00
242,3.5,"$1,000.00",Win,"$2,500.00"
243,3.25,"$1,000.00",Win,"$2,250.00"
244,3,"$1,000.00",Win,"$2,000.00"
245,3.5,"$1,000.00",Lose,$0.00
246,3.25,"$1,000.00",Lose,$0.00
1,11.4,"$1,000.00",Lose,$0.00
2,5.1,"$1,000.00",Lose,$0.00
3,10,"$1,000.00",Lose,$0.00
4,4,"$1,000.00",Lose,$0.00
5,9.5,"$1,000.00",Win,"$8,500.00"
6,5.5,"$1,000.00",Win,"$4,500.00"
7,3,"$1,000.00",Lose,$0.00
8,5,"$1,000.00",Lose,$0.00
9,5,"$1,000.00",Lose,$0.00
10,12,"$1,000.00",Lose,$0.00
11,6,"$1,000.00",Lose,$0.00
12,7.2,"$1,000.00",Lose,$0.00
13,5,"$1,000.00",Lose,$0.00
14,7,"$1,000.00",Lose,$0.00
15,3,"$1,000.00",Lose,$0.00
16,11,"$1,000.00",Lose,$0.00
17,6,"$1,000.00",Lose,$0.00
18,14,"$1,000.00",Win,"$13,000.00"
19,5,"$1,000.00",Lose,$0.00
20,7,"$1,000.00",Lose,$0.00
21,5,"$1,000.00",Win,"$4,000.00"
22,5,"$1,000.00",Lose,$0.00
23,5,"$1,000.00",Lose,$0.00
24,11,"$1,000.00",Win,"$10,000.00"
25,6,"$1,000.00",Lose,$0.00
26,5,"$1,000.00",Win,"$4,000.00"
27,6.4,"$1,000.00",Lose,$0.00
28,7,"$1,000.00",Lose,$0.00
29,12,"$1,000.00",Lose,$0.00
30,25.1,"$1,000.00",Lose,$0.00
31,7.5,"$1,000.00",Lose,$0.00
32,14,"$1,000.00",Lose,$0.00
33,7.5,"$1,000.00",Lose,$0.00
34,6,"$1,000.00",Win,"$5,000.00"
35,14,"$1,000.00",Lose,$0.00
36,2,"$1,000.00",Lose,$0.00
37,6,"$1,000.00",Lose,$0.00
38,12,"$1,000.00",Win,"$11,000.00"
39,20,"$1,000.00",Lose,$0.00
40,8,"$1,000.00",Lose,$0.00
41,2.87,"$1,000.00",Win,"$1,870.00"
42,14,"$1,000.00",Lose,$0.00
43,14,"$1,000.00",Lose,$0.00
44,5.5,"$1,000.00",Lose,$0.00
45,3.25,"$1,000.00",Win,"$2,250.00"
46,5,"$1,000.00",Win,"$4,000.00"
47,34,"$1,000.00",Lose,$0.00
48,4,"$1,000.00",Lose,$0.00
49,5,"$1,000.00",Lose,$0.00
50,8,"$1,000.00",Lose,$0.00
51,4.5,"$1,000.00",Lose,$0.00
52,3.75,"$1,000.00",Lose,$0.00
53,4,"$1,000.00",Lose,$0.00
54,11,"$1,000.00",Lose,$0.00
55,9,"$1,000.00",Lose,$0.00
56,16,"$1,000.00",Lose,$0.00
57,5,"$1,000.00",Lose,$0.00
58,15,"$1,000.00",Lose,$0.00
59,8,"$1,000.00",Win,"$7,000.00"
60,7,"$1,000.00",Lose,$0.00
61,6,"$1,000.00",Win,"$5,000.00"
62,15,"$1,000.00",Lose,$0.00
63,5,"$1,000.00",Lose,$0.00
64,4.5,"$1,000.00",Lose,$0.00
65,21,"$1,000.00",Lose,$0.00
66,6,"$1,000.00",Lose,$0.00
67,13,"$1,000.00",Lose,$0.00
68,5.46,"$1,000.00",Lose,$0.00
69,7,"$1,000.00",Lose,$0.00
70,6.5,"$1,000.00",Win,"$5,500.00"
71,13,"$1,000.00",Win,"$12,000.00"
72,16,"$1,000.00",Lose,$0.00
73,7,"$1,000.00",Lose,$0.00
74,12,"$1,000.00",Win,"$11,000.00"
75,10,"$1,000.00",Win,"$9,000.00"
76,14,"$1,000.00",Lose,$0.00
77,10,"$1,000.00",Lose,$0.00
78,3.5,"$1,000.00",Lose,$0.00
79,9,"$1,000.00",Lose,$0.00
80,8,"$1,000.00",Lose,$0.00
81,17,"$1,000.00",Lose,$0.00
82,17,"$1,000.00",Lose,$0.00
83,15,"$1,000.00",Lose,$0.00
84,10,"$1,000.00",Lose,$0.00
85,15,"$1,000.00",Lose,$0.00
86,6,"$1,000.00",Lose,$0.00
87,15,"$1,000.00",Lose,$0.00
88,8,"$1,000.00",Lose,$0.00
89,7,"$1,000.00",Lose,$0.00
90,7,"$1,000.00",Lose,$0.00
91,6,"$1,000.00",Lose,$0.00
92,5,"$1,000.00",Win,"$4,000.00"
93,10,"$1,000.00",Lose,$0.00
94,4,"$1,000.00",Lose,$0.00
95,5,"$1,000.00",Lose,$0.00
96,10,"$1,000.00",Lose,$0.00
97,7,"$1,000.00",Lose,$0.00
98,3.5,"$1,000.00",Win,"$2,500.00"
99,5.5,"$1,000.00",Lose,$0.00
100,11,"$1,000.00",Lose,$0.00
101,8,"$1,000.00",Lose,$0.00
102,26,"$1,000.00",Lose,$0.00
103,4,"$1,000.00",Lose,$0.00
104,6,"$1,000.00",Lose,$0.00
105,12,"$1,000.00",Lose,$0.00
106,5,"$1,000.00",Lose,$0.00
107,5,"$1,000.00",Lose,$0.00
108,5,"$1,000.00",Lose,$0.00
109,10,"$1,000.00",Lose,$0.00
110,7,"$1,000.00",Lose,$0.00
111,5,"$1,000.00",Lose,$0.00
112,6.5,"$1,000.00",Lose,$0.00
113,5,"$1,000.00",Lose,$0.00
114,7,"$1,000.00",Lose,$0.00
115,26,"$1,000.00",Lose,$0.00
116,9,"$1,000.00",Lose,$0.00
117,14,"$1,000.00",Lose,$0.00
118,6,"$1,000.00",Lose,$0.00
119,10,"$1,000.00",Win,"$9,000.00"
120,4,"$1,000.00",Lose,$0.00
121,10,"$1,000.00",Lose,$0.00
122,3,"$1,000.00",Lose,$0.00
123,15,"$1,000.00",Lose,$0.00
124,15,"$1,000.00",Lose,$0.00
125,8,"$1,000.00",Lose,$0.00
126,11,"$1,000.00",Lose,$0.00
127,21,"$1,000.00",Lose,$0.00
128,15,"$1,000.00",Lose,$0.00
129,9,"$1,000.00",Win,"$8,000.00"
130,8,"$1,000.00",Lose,$0.00
131,9,"$1,000.00",Lose,$0.00
132,11,"$1,000.00",Lose,$0.00
133,11,"$1,000.00",Lose,$0.00
134,26,"$1,000.00",Lose,$0.00
135,6,"$1,000.00",Lose,$0.00
136,9,"$1,000.00",Lose,$0.00
137,10,"$1,000.00",Lose,$0.00
138,13,"$1,000.00",Lose,$0.00
139,10,"$1,000.00",Lose,$0.00
140,4,"$1,000.00",Lose,$0.00
141,9,"$1,000.00",Lose,$0.00
142,7,"$1,000.00",Lose,$0.00
143,6,"$1,000.00",Lose,$0.00
144,11.2,"$1,000.00",Lose,$0.00
145,12,"$1,000.00",Lose,$0.00
146,6,"$1,000.00",Lose,$0.00
147,6.5,"$1,000.00",Lose,$0.00
148,14,"$1,000.00",Lose,$0.00
149,6,"$1,000.00",Lose,$0.00
150,3.25,"$1,000.00",Win,"$2,250.00"
151,7,"$1,000.00",Lose,$0.00
152,8,"$1,000.00",Lose,$0.00
153,9,"$1,000.00",Win,"$8,000.00"
154,5,"$1,000.00",Lose,$0.00
155,4.5,"$1,000.00",Lose,$0.00
156,5,"$1,000.00",Lose,$0.00
157,7,"$1,000.00",Lose,$0.00
158,4.33,"$1,000.00",Lose,$0.00
159,17,"$1,000.00",Lose,$0.00
160,9,"$1,000.00",Lose,$0.00
161,11,"$1,000.00",Win,"$10,000.00"
162,17,"$1,000.00",Lose,$0.00
163,11,"$1,000.00",Lose,$0.00
164,9,"$1,000.00",Lose,$0.00
165,7,"$1,000.00",Lose,$0.00
166,3.75,"$1,000.00",Lose,$0.00
167,4.5,"$1,000.00",Lose,$0.00
168,5,"$1,000.00",Lose,$0.00
169,6,"$1,000.00",Lose,$0.00
170,8,"$1,000.00",Win,"$7,000.00"
171,8.5,"$1,000.00",Lose,$0.00
172,7,"$1,000.00",Lose,$0.00
173,6,"$1,000.00",Win,"$5,000.00"
174,6.5,"$1,000.00",Lose,$0.00
175,5.5,"$1,000.00",Win,"$4,500.00"
176,5.5,"$1,000.00",Lose,$0.00
177,26,"$1,000.00",Lose,$0.00
178,9,"$1,000.00",Win,"$8,000.00"
179,9,"$1,000.00",Lose,$0.00
180,4,"$1,000.00",Win,"$3,000.00"
181,7,"$1,000.00",Win,"$6,000.00"
182,6,"$1,000.00",Lose,$0.00
183,7,"$1,000.00",Win,"$6,000.00"
184,3.75,"$1,000.00",Lose,$0.00
185,6,"$1,000.00",Lose,$0.00
186,13,"$1,000.00",Win,"$12,000.00"
187,6,"$1,000.00",Win,"$5,000.00"
188,12,"$1,000.00",Lose,$0.00
189,7.5,"$1,000.00",Lose,$0.00
190,7,"$1,000.00",Lose,$0.00
191,7,"$1,000.00",Lose,$0.00
192,7,"$1,000.00",Lose,$0.00
193,13,"$1,000.00",Lose,$0.00
194,3.75,"$1,000.00",Lose,$0.00
195,4,"$1,000.00",Lose,$0.00
196,5.5,"$1,000.00",Lose,$0.00
197,17,"$1,000.00",Lose,$0.00
198,5,"$1,000.00",Lose,$0.00
199,4,"$1,000.00",Win,"$3,000.00"
200,4,"$1,000.00",Lose,$0.00
201,5.5,"$1,000.00",Win,"$4,500.00"
202,9,"$1,000.00",Lose,$0.00
203,4,"$1,000.00",Win,"$3,000.00"
204,4.5,"$1,000.00",Win,"$3,500.00"
205,15,"$1,000.00",Lose,$0.00
206,3.25,"$1,000.00",Lose,$0.00
207,8,"$1,000.00",Lose,$0.00
208,6,"$1,000.00",Lose,$0.00
209,9,"$1,000.00",Lose,$0.00
210,5,"$1,000.00",Lose,$0.00
211,6,"$1,000.00",Lose,$0.00
212,8,"$1,000.00",Lose,$0.00
213,8,"$1,000.00",Win,"$7,000.00"
214,5,"$1,000.00",Win,"$4,000.00"
215,5.5,"$1,000.00",Win,"$4,500.00"
216,7,"$1,000.00",Lose,$0.00
217,17,"$1,000.00",Lose,$0.00
218,3,"$1,000.00",Lose,$0.00
219,15,"$1,000.00",Win,"$14,000.00"
220,5,"$1,000.00",Lose,$0.00
221,8,"$1,000.00",Lose,$0.00
222,9,"$1,000.00",Lose,$0.00
223,8,"$1,000.00",Lose,$0.00
224,9,"$1,000.00",Lose,$0.00
225,4,"$1,000.00",Win,"$3,000.00"
226,5,"$1,000.00",Lose,$0.00
227,2.5,"$1,000.00",Lose,$0.00
228,4.5,"$1,000.00",Lose,$0.00
229,4.5,"$1,000.00",Win,"$3,500.00"
230,6,"$1,000.00",Lose,$0.00
231,8,"$1,000.00",Lose,$0.00
232,7,"$1,000.00",Lose,$0.00
233,6,"$1,000.00",Lose,$0.00
234,8,"$1,000.00",Lose,$0.00
235,7.5,"$1,000.00",Lose,$0.00
236,9,"$1,000.00",Lose,$0.00
237,8,"$1,000.00",Lose,$0.00
238,3.5,"$1,000.00",Lose,$0.00
239,5,"$1,000.00",Lose,$0.00
240,5,"$1,000.00",Win,"$4,000.00"
241,9,"$1,000.00",Lose,$0.00
242,13,"$1,000.00",Win,"$12,000.00"
243,4.5,"$1,000.00",Lose,$0.00
244,11,"$1,000.00",Lose,$0.00
245,6,"$1,000.00",Lose,$0.00
246,17,"$1,000.00",Lose,$0.00
247,6,"$1,000.00",Lose,$0.00
248,3.5,"$1,000.00",Lose,$0.00
249,4.5,"$1,000.00",Lose,$0.00
250,9,"$1,000.00",Lose,$0.00
251,8,"$1,000.00",Lose,$0.00
252,9,"$1,000.00",Lose,$0.00
253,13,"$1,000.00",Lose,$0.00
254,7,"$1,000.00",Lose,$0.00
255,9,"$1,000.00",Win,"$8,000.00"
256,6.5,"$1,000.00",Win,"$5,500.00"
257,13,"$1,000.00",Lose,$0.00
258,13,"$1,000.00",Lose,$0.00
259,3.25,"$1,000.00",Win,"$2,250.00"
260,4,"$1,000.00",Lose,$0.00
261,6,"$1,000.00",Lose,$0.00
